Year,City,NOC,Country,GwCodes,MappingStatus,MappingReason,GoldMedals,SilverMedals,BronzeMedals,TotalMedals,TotalMedalsAwarded,GoldMedalsAwarded,TotalMedalShare,GoldMedalShare,ParticipationStatus,BoycottBy
1960,Roma,SUD,Sudan,625,mapped,,0.0,0.0,0.0,0.0,461,152,0.0,0.0,participated,
1960,Roma,SUI,Switzerland,225,mapped,,0.0,3.0,3.0,6.0,461,152,0.0130151843817787,0.0,participated,
1960,Roma,SWE,Sweden,380,mapped,,1.0,2.0,3.0,6.0,461,152,0.0130151843817787,0.006578947368421,participated,
1960,Roma,TCH,Czechoslovakia,315,mapped,,3.0,2.0,3.0,8.0,461,152,0.0173535791757049,0.0197368421052631,participated,
1960,Roma,THA,Thailand,800,mapped,,0.0,0.0,0.0,0.0,461,152,0.0,0.0,participated,
1960,Roma,TPE,Chinese Taipei,713,mapped,,0.0,1.0,0.0,1.0,461,152,0.0021691973969631,0.0,participated,
1960,Roma,TUN,Tunisia,616,mapped,,0.0,0.0,0.0,0.0,461,152,0.0,0.0,participated,
1960,Roma,TUR,Turkey,640,mapped,,7.0,2.0,0.0,9.0,461,152,0.0195227765726681,0.0460526315789473,participated,
1960,Roma,UAR,United Arab Republic,651;652,mapped,,0.0,1.0,1.0,2.0,461,152,0.0043383947939262,0.0,participated,
1960,Roma,UGA,Uganda,500,mapped,,0.0,0.0,0.0,0.0,461,152,0.0,0.0,participated,
1960,Roma,URS,Soviet Union,365,mapped,,43.0,29.0,31.0,103.0,461,152,0.2234273318872017,0.2828947368421052,participated,
1960,Roma,URU,Uruguay,165,mapped,,0.0,0.0,0.0,0.0,461,152,0.0,0.0,participated,
1960,Roma,USA,United States,2,mapped,,34.0,21.0,16.0,71.0,461,152,0.1540130151843818,0.2236842105263158,participated,
1960,Roma,VEN,Venezuela,101,mapped,,0.0,0.0,1.0,1.0,461,152,0.0021691973969631,0.0,participated,
1960,Roma,VNM,South Vietnam,817,mapped,,0.0,0.0,0.0,0.0,461,152,0.0,0.0,participated,
1960,Roma,WIF,West Indies Federation,,excluded_composite_delegation,Composite Olympic delegation is not represented as a single sovereign CShapes state.,0.0,0.0,2.0,2.0,461,152,0.0043383947939262,0.0,participated,
1960,Roma,YUG,Yugoslavia,345,mapped,,1.0,1.0,0.0,2.0,461,152,0.0043383947939262,0.006578947368421,participated,
1960,Roma,ZIM,Rhodesia,,excluded_no_cshapes_geometry,The 1960 Rhodesian/Zimbabwe entry has no corresponding sovereign geometry in the adopted CShapes snapshot.,0.0,0.0,0.0,0.0,461,152,0.0,0.0,participated,
1964,Tokyo,AFG,Afghanistan,700,mapped,,0.0,0.0,0.0,0.0,501,163,0.0,0.0,participated,
1964,Tokyo,AHO,Netherlands Antilles,,excluded_non_sovereign,Olympic delegation does not correspond to an independent sovereign-state geometry in the adopted CShapes choropleth.,0.0,0.0,0.0,0.0,501,163,0.0,0.0,participated,
1964,Tokyo,ALG,Algeria,615,mapped,,0.0,0.0,0.0,0.0,501,163,0.0,0.0,participated,
1964,Tokyo,ARG,Argentina,160,mapped,,0.0,1.0,0.0,1.0,501,163,0.0019960079840319,0.0,participated,
1964,Tokyo,AUS,Australia,900,mapped,,6.0,2.0,10.0,18.0,501,163,0.0359281437125748,0.0368098159509202,participated,
1964,Tokyo,AUT,Austria,305,mapped,,0.0,0.0,0.0,0.0,501,163,0.0,0.0,participated,
1964,Tokyo,BAH,Bahamas,31,mapped,,1.0,0.0,0.0,1.0,501,163,0.0019960079840319,0.0061349693251533,participated,
1964,Tokyo,BEL,Belgium,211,mapped,,2.0,0.0,1.0,3.0,501,163,0.0059880239520958,0.0122699386503067,participated,
1964,Tokyo,BER,Bermuda,,excluded_non_sovereign,Olympic delegation does not correspond to an independent sovereign-state geometry in the adopted CShapes choropleth.,0.0,0.0,0.0,0.0,501,163,0.0,0.0,participated,
1964,Tokyo,BOL,Bolivia,145,mapped,,0.0,0.0,0.0,0.0,501,163,0.0,0.0,participated,
1964,Tokyo,BRA,Brazil,140,mapped,,0.0,0.0,1.0,1.0,501,163,0.0019960079840319,0.0,participated,
1964,Tokyo,BUL,Bulgaria,355,mapped,,3.0,5.0,2.0,10.0,501,163,0.0199600798403193,0.0184049079754601,participated,
1964,Tokyo,CAM,Cambodia,811,mapped,,0.0,0.0,0.0,0.0,501,163,0.0,0.0,participated,
1964,Tokyo,CAN,Canada,20,mapped,,1.0,2.0,1.0,4.0,501,163,0.0079840319361277,0.0061349693251533,participated,
1964,Tokyo,CGO,Congo (Brazzaville),484,mapped,,0.0,0.0,0.0,0.0,501,163,0.0,0.0,participated,
1964,Tokyo,CHA,Chad,483,mapped,,0.0,0.0,0.0,0.0,501,163,0.0,0.0,participated,
1964,Tokyo,CHI,Chile,155,mapped,,0.0,0.0,0.0,0.0,501,163,0.0,0.0,participated,
1964,Tokyo,CIV,Cote d'Ivoire,437,mapped,,0.0,0.0,0.0,0.0,501,163,0.0,0.0,participated,
1964,Tokyo,CMR,Cameroon,471,mapped,,0.0,0.0,0.0,0.0,501,163,0.0,0.0,participated,
1964,Tokyo,COL,Colombia,100,mapped,,0.0,0.0,0.0,0.0,501,163,0.0,0.0,participated,
1964,Tokyo,CRC,Costa Rica,94,mapped,,0.0,0.0,0.0,0.0,501,163,0.0,0.0,participated,
1964,Tokyo,CUB,Cuba,40,mapped,,0.0,1.0,0.0,1.0,501,163,0.0019960079840319,0.0,participated,
1964,Tokyo,DEN,Denmark,390,mapped,,2.0,1.0,3.0,6.0,501,163,0.0119760479041916,0.0122699386503067,participated,
1964,Tokyo,DOM,Dominican Republic,42,mapped,,0.0,0.0,0.0,0.0,501,163,0.0,0.0,participated,
1964,Tokyo,EGY,Egypt,651,mapped,,0.0,0.0,0.0,0.0,501,163,0.0,0.0,participated,
1964,Tokyo,ESP,Spain,230,mapped,,0.0,0.0,0.0,0.0,501,163,0.0,0.0,participated,
1964,Tokyo,ETH,Ethiopia,530,mapped,,1.0,0.0,0.0,1.0,501,163,0.0019960079840319,0.0061349693251533,participated,
1964,Tokyo,FIN,Finland,375,mapped,,3.0,0.0,2.0,5.0,501,163,0.0099800399201596,0.0184049079754601,participated,
1964,Tokyo,FRA,France,220,mapped,,1.0,8.0,6.0,15.0,501,163,0.029940119760479,0.0061349693251533,participated,
1964,Tokyo,GBR,Great Britain,200,mapped,,4.0,12.0,2.0,18.0,501,163,0.0359281437125748,0.0245398773006134,participated,
1964,Tokyo,GER,United Team of Germany,260;265,mapped,,10.0,22.0,18.0,50.0,501,163,0.0998003992015968,0.0613496932515337,participated,
1964,Tokyo,GHA,Ghana,452,mapped,,0.0,0.0,1.0,1.0,501,163,0.0019960079840319,0.0,participated,
1964,Tokyo,GRE,Greece,350,mapped,,0.0,0.0,0.0,0.0,501,163,0.0,0.0,participated,
1964,Tokyo,GUY,Guyana,110,mapped,,0.0,0.0,0.0,0.0,501,163,0.0,0.0,participated,
1964,Tokyo,HKG,Hong Kong,,excluded_non_sovereign,Olympic delegation does not correspond to an independent sovereign-state geometry in the adopted CShapes choropleth.,0.0,0.0,0.0,0.0,501,163,0.0,0.0,participated,
1964,Tokyo,HUN,Hungary,310,mapped,,10.0,7.0,5.0,22.0,501,163,0.0439121756487025,0.0613496932515337,participated,
1964,Tokyo,IND,India,750,mapped,,1.0,0.0,0.0,1.0,501,163,0.0019960079840319,0.0061349693251533,participated,
1964,Tokyo,IRI,Iran,630,mapped,,0.0,0.0,2.0,2.0,501,163,0.0039920159680638,0.0,participated,
1964,Tokyo,IRL,Ireland,205,mapped,,0.0,0.0,1.0,1.0,501,163,0.0019960079840319,0.0,participated,
1964,Tokyo,IRQ,Iraq,645,mapped,,0.0,0.0,0.0,0.0,501,163,0.0,0.0,participated,
1964,Tokyo,ISL,Iceland,395,mapped,,0.0,0.0,0.0,0.0,501,163,0.0,0.0,participated,
1964,Tokyo,ISR,Israel,666,mapped,,0.0,0.0,0.0,0.0,501,163,0.0,0.0,participated,
1964,Tokyo,ITA,Italy,325,mapped,,10.0,10.0,7.0,27.0,501,163,0.0538922155688622,0.0613496932515337,participated,
1964,Tokyo,JAM,Jamaica,51,mapped,,0.0,0.0,0.0,0.0,501,163,0.0,0.0,participated,
1964,Tokyo,JPN,Japan,740,mapped,,16.0,5.0,8.0,29.0,501,163,0.0578842315369261,0.0981595092024539,participated,
1964,Tokyo,KEN,Kenya,501,mapped,,0.0,0.0,1.0,1.0,501,163,0.0019960079840319,0.0,participated,
1964,Tokyo,KOR,South Korea,732,mapped,,0.0,2.0,1.0,3.0,501,163,0.0059880239520958,0.0,participated,
1964,Tokyo,LBR,Liberia,450,mapped,,0.0,0.0,0.0,0.0,501,163,0.0,0.0,participated,
1964,Tokyo,LIB,Lebanon,660,mapped,,0.0,0.0,0.0,0.0,501,163,0.0,0.0,participated,
1964,Tokyo,LIE,Liechtenstein,,excluded_no_cshapes_geometry,No corresponding geometry is available in the adopted CShapes/Gleditsch-Ward sovereign-state basemap for this Olympic scope.,0.0,0.0,0.0,0.0,501,163,0.0,0.0,participated,
1964,Tokyo,LUX,Luxembourg,212,mapped,,0.0,0.0,0.0,0.0,501,163,0.0,0.0,participated,
1964,Tokyo,MAD,Madagascar,580,mapped,,0.0,0.0,0.0,0.0,501,163,0.0,0.0,participated,
1964,Tokyo,MAR,Morocco,600,mapped,,0.0,0.0,0.0,0.0,501,163,0.0,0.0,participated,
1964,Tokyo,MAS,Malaysia,820,mapped,,0.0,0.0,0.0,0.0,501,163,0.0,0.0,participated,
1964,Tokyo,MEX,Mexico,70,mapped,,0.0,0.0,1.0,1.0,501,163,0.0019960079840319,0.0,participated,
1964,Tokyo,MGL,Mongolia,712,mapped,,0.0,0.0,0.0,0.0,501,163,0.0,0.0,participated,
1964,Tokyo,MLI,Mali,432,mapped,,0.0,0.0,0.0,0.0,501,163,0.0,0.0,participated,
1964,Tokyo,MON,Monaco,,excluded_no_cshapes_geometry,No corresponding geometry is available in the adopted CShapes/Gleditsch-Ward sovereign-state basemap for this Olympic scope.,0.0,0.0,0.0,0.0,501,163,0.0,0.0,participated,
1964,Tokyo,MYA,Myanmar,775,mapped,,0.0,0.0,0.0,0.0,501,163,0.0,0.0,participated,
1964,Tokyo,NED,Netherlands,210,mapped,,2.0,4.0,4.0,10.0,501,163,0.0199600798403193,0.0122699386503067,participated,
1964,Tokyo,NEP,Nepal,790,mapped,,0.0,0.0,0.0,0.0,501,163,0.0,0.0,participated,
1964,Tokyo,NGR,Nigeria,475,mapped,,0.0,0.0,1.0,1.0,501,163,0.0019960079840319,0.0,participated,
1964,Tokyo,NIG,Niger,436,mapped,,0.0,0.0,0.0,0.0,501,163,0.0,0.0,participated,
1964,Tokyo,NOR,Norway,385,mapped,,0.0,0.0,0.0,0.0,501,163,0.0,0.0,participated,
1964,Tokyo,NZL,New Zealand,920,mapped,,3.0,0.0,2.0,5.0,501,163,0.0099800399201596,0.0184049079754601,participated,
1964,Tokyo,PAK,Pakistan,770,mapped,,0.0,1.0,0.0,1.0,501,163,0.0019960079840319,0.0,participated,
1964,Tokyo,PAN,Panama,95,mapped,,0.0,0.0,0.0,0.0,501,163,0.0,0.0,participated,
1964,Tokyo,PER,Peru,135,mapped,,0.0,0.0,0.0,0.0,501,163,0.0,0.0,participated,
1964,Tokyo,PHI,Philippines,840,mapped,,0.0,1.0,0.0,1.0,501,163,0.0019960079840319,0.0,participated,
1964,Tokyo,POL,Poland,290,mapped,,7.0,6.0,10.0,23.0,501,163,0.0459081836327345,0.0429447852760736,participated,
1964,Tokyo,POR,Portugal,235,mapped,,0.0,0.0,0.0,0.0,501,163,0.0,0.0,participated,
1964,Tokyo,PUR,Puerto Rico,,excluded_non_sovereign,Olympic delegation does not correspond to an independent sovereign-state geometry in the adopted CShapes choropleth.,0.0,0.0,0.0,0.0,501,163,0.0,0.0,participated,
1964,Tokyo,ROU,Romania,360,mapped,,2.0,4.0,6.0,12.0,501,163,0.0239520958083832,0.0122699386503067,participated,
1964,Tokyo,SEN,Senegal,433,mapped,,0.0,0.0,0.0,0.0,501,163,0.0,0.0,participated,
1964,Tokyo,SRI,Sri Lanka,780,mapped,,0.0,0.0,0.0,0.0,501,163,0.0,0.0,participated,
1964,Tokyo,SUI,Switzerland,225,mapped,,1.0,2.0,1.0,4.0,501,163,0.0079840319361277,0.0061349693251533,participated,
1964,Tokyo,SWE,Sweden,380,mapped,,2.0,2.0,4.0,8.0,501,163,0.0159680638722554,0.0122699386503067,participated,
1964,Tokyo,TAN,Tanzania,510,mapped,,0.0,0.0,0.0,0.0,501,163,0.0,0.0,participated,
1964,Tokyo,TCH,Czechoslovakia,315,mapped,,5.0,6.0,3.0,14.0,501,163,0.0279441117764471,0.0306748466257668,participated,
1964,Tokyo,THA,Thailand,800,mapped,,0.0,0.0,0.0,0.0,501,163,0.0,0.0,participated,
1964,Tokyo,TPE,Chinese Taipei,713,mapped,,0.0,0.0,0.0,0.0,501,163,0.0,0.0,participated,
1964,Tokyo,TTO,Trinidad and Tobago,52,mapped,,0.0,1.0,2.0,3.0,501,163,0.0059880239520958,0.0,participated,
1964,Tokyo,TUN,Tunisia,616,mapped,,0.0,1.0,1.0,2.0,501,163,0.0039920159680638,0.0,participated,
1964,Tokyo,TUR,Turkey,640,mapped,,2.0,3.0,1.0,6.0,501,163,0.0119760479041916,0.0122699386503067,participated,
1964,Tokyo,UGA,Uganda,500,mapped,,0.0,0.0,0.0,0.0,501,163,0.0,0.0,participated,
1964,Tokyo,URS,Soviet Union,365,mapped,,30.0,30.0,33.0,93.0,501,163,0.18562874251497,0.1840490797546012,participated,
1964,Tokyo,URU,Uruguay,165,mapped,,0.0,0.0,1.0,1.0,501,163,0.0019960079840319,0.0,participated,
1964,Tokyo,USA,United States,2,mapped,,36.0,26.0,28.0,90.0,501,163,0.1796407185628742,0.2208588957055214,participated,
1964,Tokyo,VEN,Venezuela,101,mapped,,0.0,0.0,0.0,0.0,501,163,0.0,0.0,participated,
1964,Tokyo,VNM,South Vietnam,817,mapped,,0.0,0.0,0.0,0.0,501,163,0.0,0.0,participated,
1964,Tokyo,YUG,Yugoslavia,345,mapped,,2.0,1.0,2.0,5.0,501,163,0.0099800399201596,0.0122699386503067,participated,
1964,Tokyo,ZAM,Zambia,551,mapped,,0.0,0.0,0.0,0.0,501,163,0.0,0.0,participated,
1964,Tokyo,ZIM,Rhodesia,552,mapped,,0.0,0.0,0.0,0.0,501,163,0.0,0.0,participated,
1968,Mexico City,AFG,Afghanistan,700,mapped,,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,AHO,Netherlands Antilles,,excluded_non_sovereign,Olympic delegation does not correspond to an independent sovereign-state geometry in the adopted CShapes choropleth.,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,ALG,Algeria,615,mapped,,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,ARG,Argentina,160,mapped,,0.0,0.0,2.0,2.0,527,174,0.0037950664136622,0.0,participated,
1968,Mexico City,AUS,Australia,900,mapped,,5.0,7.0,5.0,17.0,527,174,0.032258064516129,0.028735632183908,participated,
1968,Mexico City,AUT,Austria,305,mapped,,0.0,2.0,2.0,4.0,527,174,0.0075901328273244,0.0,participated,
1968,Mexico City,BAH,Bahamas,31,mapped,,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,BAR,Barbados,53,mapped,,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,BEL,Belgium,211,mapped,,0.0,1.0,1.0,2.0,527,174,0.0037950664136622,0.0,participated,
1968,Mexico City,BER,Bermuda,,excluded_non_sovereign,Olympic delegation does not correspond to an independent sovereign-state geometry in the adopted CShapes choropleth.,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,BIZ,Belize,80,mapped,,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,BOL,Bolivia,145,mapped,,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,BRA,Brazil,140,mapped,,0.0,1.0,2.0,3.0,527,174,0.0056925996204933,0.0,participated,
1968,Mexico City,BUL,Bulgaria,355,mapped,,2.0,4.0,3.0,9.0,527,174,0.01707779886148,0.0114942528735632,participated,
1968,Mexico City,CAF,Central African Republic,482,mapped,,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,CAN,Canada,20,mapped,,1.0,3.0,1.0,5.0,527,174,0.0094876660341555,0.0057471264367816,participated,
1968,Mexico City,CHA,Chad,483,mapped,,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,CHI,Chile,155,mapped,,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,CIV,Cote d'Ivoire,437,mapped,,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,CMR,Cameroon,471,mapped,,0.0,1.0,0.0,1.0,527,174,0.0018975332068311,0.0,participated,
1968,Mexico City,COD,Congo (Kinshasa),490,mapped,,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,COL,Colombia,100,mapped,,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,CRC,Costa Rica,94,mapped,,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,CUB,Cuba,40,mapped,,0.0,4.0,0.0,4.0,527,174,0.0075901328273244,0.0,participated,
1968,Mexico City,DEN,Denmark,390,mapped,,1.0,4.0,3.0,8.0,527,174,0.0151802656546489,0.0057471264367816,participated,
1968,Mexico City,DOM,Dominican Republic,42,mapped,,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,ECU,Ecuador,130,mapped,,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,EGY,Egypt,651,mapped,,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,ESA,El Salvador,92,mapped,,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,ESP,Spain,230,mapped,,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,ETH,Ethiopia,530,mapped,,1.0,1.0,0.0,2.0,527,174,0.0037950664136622,0.0057471264367816,participated,
1968,Mexico City,FIJ,Fiji,950,mapped,,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,FIN,Finland,375,mapped,,1.0,2.0,1.0,4.0,527,174,0.0075901328273244,0.0057471264367816,participated,
1968,Mexico City,FRA,France,220,mapped,,7.0,3.0,5.0,15.0,527,174,0.0284629981024667,0.0402298850574712,participated,
1968,Mexico City,FRG,West Germany,260,mapped,,5.0,11.0,10.0,26.0,527,174,0.0493358633776091,0.028735632183908,participated,
1968,Mexico City,GBR,Great Britain,200,mapped,,5.0,5.0,3.0,13.0,527,174,0.0246679316888045,0.028735632183908,participated,
1968,Mexico City,GDR,East Germany,265,mapped,,9.0,9.0,7.0,25.0,527,174,0.0474383301707779,0.0517241379310344,participated,
1968,Mexico City,GHA,Ghana,452,mapped,,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,GRE,Greece,350,mapped,,0.0,0.0,1.0,1.0,527,174,0.0018975332068311,0.0,participated,
1968,Mexico City,GUA,Guatemala,90,mapped,,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,GUI,Guinea,438,mapped,,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,GUY,Guyana,110,mapped,,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,HKG,Hong Kong,,excluded_non_sovereign,Olympic delegation does not correspond to an independent sovereign-state geometry in the adopted CShapes choropleth.,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,HON,Honduras,91,mapped,,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,HUN,Hungary,310,mapped,,10.0,10.0,12.0,32.0,527,174,0.0607210626185958,0.057471264367816,participated,
1968,Mexico City,INA,Indonesia,850,mapped,,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,IND,India,750,mapped,,0.0,0.0,1.0,1.0,527,174,0.0018975332068311,0.0,participated,
1968,Mexico City,IRI,Iran,630,mapped,,2.0,1.0,2.0,5.0,527,174,0.0094876660341555,0.0114942528735632,participated,
1968,Mexico City,IRL,Ireland,205,mapped,,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,IRQ,Iraq,645,mapped,,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,ISL,Iceland,395,mapped,,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,ISR,Israel,666,mapped,,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,ISV,United States Virgin Islands,,excluded_non_sovereign,Olympic delegation does not correspond to an independent sovereign-state geometry in the adopted CShapes choropleth.,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,ITA,Italy,325,mapped,,3.0,4.0,9.0,16.0,527,174,0.0303605313092979,0.0172413793103448,participated,
1968,Mexico City,JAM,Jamaica,51,mapped,,0.0,1.0,0.0,1.0,527,174,0.0018975332068311,0.0,participated,
1968,Mexico City,JPN,Japan,740,mapped,,11.0,7.0,7.0,25.0,527,174,0.0474383301707779,0.0632183908045977,participated,
1968,Mexico City,KEN,Kenya,501,mapped,,3.0,4.0,2.0,9.0,527,174,0.01707779886148,0.0172413793103448,participated,
1968,Mexico City,KOR,South Korea,732,mapped,,0.0,1.0,1.0,2.0,527,174,0.0037950664136622,0.0,participated,
1968,Mexico City,KUW,Kuwait,690,mapped,,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,LBA,Libya,620,mapped,,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,LIB,Lebanon,660,mapped,,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,LIE,Liechtenstein,,excluded_no_cshapes_geometry,No corresponding geometry is available in the adopted CShapes/Gleditsch-Ward sovereign-state basemap for this Olympic scope.,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,LUX,Luxembourg,212,mapped,,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,MAD,Madagascar,580,mapped,,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,MAR,Morocco,600,mapped,,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,MAS,Malaysia,820,mapped,,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,MEX,Mexico,70,mapped,,3.0,3.0,3.0,9.0,527,174,0.01707779886148,0.0172413793103448,participated,
1968,Mexico City,MGL,Mongolia,712,mapped,,0.0,1.0,3.0,4.0,527,174,0.0075901328273244,0.0,participated,
1968,Mexico City,MLI,Mali,432,mapped,,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,MLT,Malta,338,mapped,,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,MON,Monaco,,excluded_no_cshapes_geometry,No corresponding geometry is available in the adopted CShapes/Gleditsch-Ward sovereign-state basemap for this Olympic scope.,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,MYA,Myanmar,775,mapped,,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,NCA,Nicaragua,93,mapped,,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,NED,Netherlands,210,mapped,,3.0,3.0,1.0,7.0,527,174,0.0132827324478178,0.0172413793103448,participated,
1968,Mexico City,NGR,Nigeria,475,mapped,,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,NIG,Niger,436,mapped,,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,NOR,Norway,385,mapped,,1.0,1.0,0.0,2.0,527,174,0.0037950664136622,0.0057471264367816,participated,
1968,Mexico City,NZL,New Zealand,920,mapped,,1.0,0.0,2.0,3.0,527,174,0.0056925996204933,0.0057471264367816,participated,
1968,Mexico City,PAK,Pakistan,770,mapped,,1.0,0.0,0.0,1.0,527,174,0.0018975332068311,0.0057471264367816,participated,
1968,Mexico City,PAN,Panama,95,mapped,,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,PAR,Paraguay,150,mapped,,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,PER,Peru,135,mapped,,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,PHI,Philippines,840,mapped,,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,POL,Poland,290,mapped,,5.0,2.0,11.0,18.0,527,174,0.0341555977229601,0.028735632183908,participated,
1968,Mexico City,POR,Portugal,235,mapped,,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,PUR,Puerto Rico,,excluded_non_sovereign,Olympic delegation does not correspond to an independent sovereign-state geometry in the adopted CShapes choropleth.,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,ROU,Romania,360,mapped,,4.0,6.0,5.0,15.0,527,174,0.0284629981024667,0.0229885057471264,participated,
1968,Mexico City,SEN,Senegal,433,mapped,,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,SGP,Singapore,830,mapped,,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,SLE,Sierra Leone,451,mapped,,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,SMR,San Marino,,excluded_no_cshapes_geometry,No corresponding geometry is available in the adopted CShapes/Gleditsch-Ward sovereign-state basemap for this Olympic scope.,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,SRI,Sri Lanka,780,mapped,,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,SUD,Sudan,625,mapped,,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,SUI,Switzerland,225,mapped,,0.0,1.0,4.0,5.0,527,174,0.0094876660341555,0.0,participated,
1968,Mexico City,SUR,Suriname,115,mapped,,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,SWE,Sweden,380,mapped,,2.0,1.0,1.0,4.0,527,174,0.0075901328273244,0.0114942528735632,participated,
1968,Mexico City,SYR,Syria,652,mapped,,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,TAN,Tanzania,510,mapped,,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,TCH,Czechoslovakia,315,mapped,,7.0,2.0,4.0,13.0,527,174,0.0246679316888045,0.0402298850574712,participated,
1968,Mexico City,THA,Thailand,800,mapped,,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,TPE,Chinese Taipei,713,mapped,,0.0,0.0,1.0,1.0,527,174,0.0018975332068311,0.0,participated,
1968,Mexico City,TTO,Trinidad and Tobago,52,mapped,,0.0,0.0,0.0,0.0,527,174,0.0,0.0,participated,
1968,Mexico City,TUN,Tunisia,616,mapped,,1.0,0.0,1.0,2.0,527,174,0.0037950664136622,0.0057471264367816,participated,
1968,Mexico City,TUR,Turkey,640,mapped,,2.0,0.0,0.0,2.0,527,174,0.0037950664136622,0.0114942528735632,participated,
