EncounterId,Year,City,Sport,Event,EncounterType,USAParticipant,USSRParticipant,Winner,StageRaw,StageNormalized,ScoreRaw,USAScore,USSRScore,SourceName,SourceUrl,MatchSourceUrl,OlympediaResultId,OlympediaMatchId
olympedia-97512,1972,Munich,Fencing,"Sabre, Individual, Men",individual,Paul Apostol,Vladimir Nazlymov,USSR,Quarter-Finals / Pool #1,Quarter-final,5 – 4,4.0,5.0,Olympedia,https://www.olympedia.org/results/97460,https://www.olympedia.org/results/97512,97460,97512
olympedia-97514,1972,Munich,Fencing,"Sabre, Individual, Men",individual,Alfonso Morales,Vladimir Nazlymov,USSR,Quarter-Finals / Pool #1,Quarter-final,5 – 2,2.0,5.0,Olympedia,https://www.olympedia.org/results/97460,https://www.olympedia.org/results/97514,97460,97514
olympedia-97546,1972,Munich,Fencing,"Sabre, Individual, Men",individual,Alex Orban,Viktor Sidyak,USSR,Quarter-Finals / Pool #3,Quarter-final,5 – 2,2.0,5.0,Olympedia,https://www.olympedia.org/results/97460,https://www.olympedia.org/results/97546,97460,97546
olympedia-97641,1972,Munich,Fencing,"Sabre, Individual, Men",individual,Paul Apostol,Viktor Sidyak,USSR,Round Two / Pool #5,Round 2 / Pool 5,5 – 4,4.0,5.0,Olympedia,https://www.olympedia.org/results/97460,https://www.olympedia.org/results/97641,97460,97641
olympedia-97708,1972,Munich,Fencing,"Sabre, Individual, Men",individual,Paul Apostol,Viktor Sidyak,USSR,Round One / Pool #3,Round 1 / Pool 3,5 – 4,4.0,5.0,Olympedia,https://www.olympedia.org/results/97460,https://www.olympedia.org/results/97708,97460,97708
olympedia-97335,1972,Munich,Fencing,"Épée, Individual, Men",individual,George Masin,Sergey Paramonov,USSR,Round One / Pool #5,Round 1 / Pool 5,5 – 4,4.0,5.0,Olympedia,https://www.olympedia.org/results/97028,https://www.olympedia.org/results/97335,97028,97335
olympedia-15327,1972,Munich,Judo,"Half-Heavyweight, Men",individual,Jimmy Wooley,Shota Chochishvili,USSR,Repêchage,Repêchage,Ippon,,,Olympedia,https://www.olympedia.org/results/15299,https://www.olympedia.org/results/15327,15299,15327
olympedia-15258,1972,Munich,Judo,"Middleweight, Men",individual,Irwin Cohen,Guram Gogolauri,USSR,Round Two,Round 2,Ippon,,,Olympedia,https://www.olympedia.org/results/15240,https://www.olympedia.org/results/15258,15240,15258
olympedia-38512,1972,Munich,Water Polo,"Water Polo, Men",team,United States,Soviet Union,DRAW,Final Round,Final,6 – 6,6.0,6.0,Olympedia,https://www.olympedia.org/results/38502,https://www.olympedia.org/results/38512,38502,38512
olympedia-126522,1972,Munich,Wrestling,"Featherweight, Freestyle, Men",individual,Gene Davis,Zagalav Abdulbekov,USSR,Round Three,Round 3,Fall (3:25),,,Olympedia,https://www.olympedia.org/results/126494,https://www.olympedia.org/results/126522,126494,126522
olympedia-127217,1972,Munich,Wrestling,"Heavyweight, Greco-Roman, Men",individual,Buck Deadrich,Nikolay Yakovenko,USSR,Round One,Round 1,Fall (7:23),,,Olympedia,https://www.olympedia.org/results/127190,https://www.olympedia.org/results/127217,127190,127217
olympedia-126729,1972,Munich,Wrestling,"Light-Heavyweight, Freestyle, Men",individual,Ben Peterson,Gennady Strakhov,DRAW,Round Three,Round 3,Draw,,,Olympedia,https://www.olympedia.org/results/126710,https://www.olympedia.org/results/126729,126710,126729
olympedia-126554,1972,Munich,Wrestling,"Lightweight, Freestyle, Men",individual,Dan Gable,Ruslan Ashuraliyev,USA,Final Round,Final,Decision,,,Olympedia,https://www.olympedia.org/results/126551,https://www.olympedia.org/results/126554,126551,126554
olympedia-126672,1972,Munich,Wrestling,"Middleweight, Freestyle, Men",individual,John Peterson,Levan Tediashvili,USSR,Round Four,Round 4,Decision,,,Olympedia,https://www.olympedia.org/results/126660,https://www.olympedia.org/results/126672,126660,126672
olympedia-126825,1972,Munich,Wrestling,"Super-Heavyweight, Freestyle, Men",individual,Chris Taylor,Aliaksandr Miadved,USSR,Round One,Round 1,Decision,,,Olympedia,https://www.olympedia.org/results/126798,https://www.olympedia.org/results/126825,126798,126825
olympedia-32492,1976,Montreal,Basketball,"Basketball, Women",team,United States,Soviet Union,USSR,Round-Robin,Round-Robin,112 – 77,77.0,112.0,Olympedia,https://www.olympedia.org/results/32480,https://www.olympedia.org/results/32492,32480,32492
olympedia-24499,1976,Montreal,Boxing,"Bantamweight, Men",individual,Charlie Mooney,Viktor Rybakov,USA,Semi-Finals,Semi-final,Decision,,,Olympedia,https://www.olympedia.org/results/24495,https://www.olympedia.org/results/24499,24495,24499
olympedia-24573,1976,Montreal,Boxing,"Featherweight, Men",individual,Davey Armstrong,Anatoly Volkov,USA,Round Two,Round 2,Decision,,,Olympedia,https://www.olympedia.org/results/24540,https://www.olympedia.org/results/24573,24540,24573
olympedia-24793,1976,Montreal,Boxing,"Light-Heavyweight, Men",individual,Leon Spinks,Anatoly Klimanov,USA,Round Two,Round 2,Decision,,,Olympedia,https://www.olympedia.org/results/24775,https://www.olympedia.org/results/24793,24775,24793
olympedia-24657,1976,Montreal,Boxing,"Light-Welterweight, Men",individual,Sugar Ray Leonard,Valery Limasov,USA,Round Two,Round 2,Decision,,,Olympedia,https://www.olympedia.org/results/24621,https://www.olympedia.org/results/24657,24621,24657
olympedia-24748,1976,Montreal,Boxing,"Middleweight, Men",individual,Michael Spinks,Rufat Riskiyev,USA,Final Round,Final,Referee stops contest,,,Olympedia,https://www.olympedia.org/results/24746,https://www.olympedia.org/results/24748,24746,24748
olympedia-100087,1976,Montreal,Fencing,"Foil, Individual, Men",individual,Ed Donofrio,Vasily Stankovich,USSR,Round Three / Pool #4,Round 3 / Pool 4,5 – 4,4.0,5.0,Olympedia,https://www.olympedia.org/results/100009,https://www.olympedia.org/results/100087,100009,100087
olympedia-100147,1976,Montreal,Fencing,"Foil, Individual, Men",individual,Marty Lang,Vladimir Denisov,USSR,Round Two / Pool #2,Round 2 / Pool 2,5 – 2,2.0,5.0,Olympedia,https://www.olympedia.org/results/100009,https://www.olympedia.org/results/100147,100009,100147
olympedia-100266,1976,Montreal,Fencing,"Foil, Individual, Men",individual,Marty Lang,Vladimir Denisov,USSR,Round One / Pool #3,Round 1 / Pool 3,5 – 1,1.0,5.0,Olympedia,https://www.olympedia.org/results/100009,https://www.olympedia.org/results/100266,100009,100266
olympedia-100280,1976,Montreal,Fencing,"Foil, Individual, Men",individual,Ed Donofrio,Vasily Stankovich,USSR,Round One / Pool #4,Round 1 / Pool 4,5 – 1,1.0,5.0,Olympedia,https://www.olympedia.org/results/100009,https://www.olympedia.org/results/100280,100009,100280
olympedia-102939,1976,Montreal,Fencing,"Foil, Individual, Women",individual,Ann O'Donnell,Yelena Belova,USSR,Round One / Pool #3,Round 1 / Pool 3,5 – 0,0.0,5.0,Olympedia,https://www.olympedia.org/results/102704,https://www.olympedia.org/results/102939,102704,102939
olympedia-100791,1976,Montreal,Fencing,"Sabre, Individual, Men",individual,Paul Apostol,Viktor Krovopuskov,USSR,Round Three / Pool #3,Round 3 / Pool 3,5 – 3,3.0,5.0,Olympedia,https://www.olympedia.org/results/100738,https://www.olympedia.org/results/100791,100738,100791
olympedia-100807,1976,Montreal,Fencing,"Sabre, Individual, Men",individual,Peter Westbrook,Vladimir Nazlymov,USSR,Round Three / Pool #4,Round 3 / Pool 4,5 – 2,2.0,5.0,Olympedia,https://www.olympedia.org/results/100738,https://www.olympedia.org/results/100807,100738,100807
olympedia-100840,1976,Montreal,Fencing,"Sabre, Individual, Men",individual,Paul Apostol,Viktor Krovopuskov,USSR,Round One,Round 1,10 – 4,4.0,10.0,Olympedia,https://www.olympedia.org/results/100738,https://www.olympedia.org/results/100840,100738,100840
olympedia-100843,1976,Montreal,Fencing,"Sabre, Individual, Men",individual,Peter Westbrook,Vladimir Nazlymov,USSR,Round One,Round 1,10 – 4,4.0,10.0,Olympedia,https://www.olympedia.org/results/100738,https://www.olympedia.org/results/100843,100738,100843
olympedia-100872,1976,Montreal,Fencing,"Sabre, Individual, Men",individual,Stephen Kaplan,Vladimir Nazlymov,USSR,Round Two / Pool #2,Round 2 / Pool 2,5 – 2,2.0,5.0,Olympedia,https://www.olympedia.org/results/100738,https://www.olympedia.org/results/100872,100738,100872
olympedia-100898,1976,Montreal,Fencing,"Sabre, Individual, Men",individual,Peter Westbrook,Viktor Sidyak,USSR,Round Two / Pool #4,Round 2 / Pool 4,5 – 2,2.0,5.0,Olympedia,https://www.olympedia.org/results/100738,https://www.olympedia.org/results/100898,100738,100898
olympedia-100643,1976,Montreal,Fencing,"Épée, Individual, Men",individual,Scotty Bozek,Aleksandr Bykov,USSR,Round One / Pool #6,Round 1 / Pool 6,5 – 1,1.0,5.0,Olympedia,https://www.olympedia.org/results/100375,https://www.olympedia.org/results/100643,100375,100643
olympedia-127393,1976,Montreal,Wrestling,"Featherweight, Freestyle, Men",individual,Gene Davis,Sergey Timofeyev,USA,Round Four,Round 4,Decision (29-13),,,Olympedia,https://www.olympedia.org/results/127382,https://www.olympedia.org/results/127393,127382,127393
olympedia-127307,1976,Montreal,Wrestling,"Flyweight, Freestyle, Men",individual,James Haines,Aleksandr Ivanov,USSR,Round Three,Round 3,Decision (18-10),,,Olympedia,https://www.olympedia.org/results/127289,https://www.olympedia.org/results/127307,127289,127307
olympedia-127617,1976,Montreal,Wrestling,"Heavyweight, Freestyle, Men",individual,Russ Hellickson,Ivan Yarygin,USSR,Round Five,Round Five,Decision (19-13),,,Olympedia,https://www.olympedia.org/results/127614,https://www.olympedia.org/results/127617,127614,127617
olympedia-128006,1976,Montreal,Wrestling,"Heavyweight, Greco-Roman, Men",individual,Brad Rheingans,Nikolay Balboshin,USSR,Round Four,Round 4,Fall (3:58),,,Olympedia,https://www.olympedia.org/results/128000,https://www.olympedia.org/results/128006,128000,128006
olympedia-127282,1976,Montreal,Wrestling,"Light-Flyweight, Freestyle, Men",individual,Billy Rosado,Roman Dmitriyev,USSR,Round One,Round 1,Fall (5:35),,,Olympedia,https://www.olympedia.org/results/127248,https://www.olympedia.org/results/127282,127248,127282
olympedia-127701,1976,Montreal,Wrestling,"Light-Flyweight, Greco-Roman, Men",individual,Mike Farina,Aleksey Shumakov,USSR,Round Three,Round 3,Dq (5:50),,,Olympedia,https://www.olympedia.org/results/127684,https://www.olympedia.org/results/127701,127684,127701
olympedia-127566,1976,Montreal,Wrestling,"Light-Heavyweight, Freestyle, Men",individual,Ben Peterson,Levan Tediashvili,USSR,Final Round,Final,Decision (11-5),,,Olympedia,https://www.olympedia.org/results/127565,https://www.olympedia.org/results/127566,127565,127566
olympedia-127429,1976,Montreal,Wrestling,"Lightweight, Freestyle, Men",individual,Butch Keaser,Pavel Pinigin,USSR,Final Round,Final,Decision (12-1),,,Olympedia,https://www.olympedia.org/results/127425,https://www.olympedia.org/results/127429,127425,127429
olympedia-127530,1976,Montreal,Wrestling,"Middleweight, Freestyle, Men",individual,John Peterson,Viktor Novozhilov,USA,Round Five,Round Five,Decision (20-4),,,Olympedia,https://www.olympedia.org/results/127524,https://www.olympedia.org/results/127530,127524,127530
olympedia-127668,1976,Montreal,Wrestling,"Super-Heavyweight, Freestyle, Men",individual,Jimmy Jackson,Soslan Andiyev,USSR,Round Two,Round 2,Fall (1:16),,,Olympedia,https://www.olympedia.org/results/127646,https://www.olympedia.org/results/127668,127646,127668
olympedia-127484,1976,Montreal,Wrestling,"Welterweight, Freestyle, Men",individual,Stan Dziedzic,Ruslan Ashuraliyev,USA,Round Five,Round Five,Decision (9-6),,,Olympedia,https://www.olympedia.org/results/127478,https://www.olympedia.org/results/127484,127478,127484
olympedia-32655,1988,Seoul,Basketball,"Basketball, Men",team,United States,Soviet Union,USSR,Semi-Finals,Semi-final,82 – 76,76.0,82.0,Olympedia,https://www.olympedia.org/results/32646,https://www.olympedia.org/results/32655,32646,32655
olympedia-32709,1988,Seoul,Basketball,"Basketball, Women",team,United States,Soviet Union,USA,Semi-Finals,Semi-final,102 – 88,102.0,88.0,Olympedia,https://www.olympedia.org/results/32701,https://www.olympedia.org/results/32709,32701,32709
olympedia-26014,1988,Seoul,Boxing,"Light-Heavyweight, Men",individual,Andrew Maynard,Nurmagomed Shanavazov,USA,Final Round,Final,Decision,,,Olympedia,https://www.olympedia.org/results/26012,https://www.olympedia.org/results/26014,26012,26014
olympedia-25937,1988,Seoul,Boxing,"Light-Middleweight, Men",individual,"Roy Jones, Jr.",Yevgeny Zaytsev,USA,Quarter-Finals,Quarter-final,Decision,,,Olympedia,https://www.olympedia.org/results/25929,https://www.olympedia.org/results/25937,25929,25937
olympedia-26071,1988,Seoul,Boxing,"Super-Heavyweight, Men",individual,Riddick Bowe,Alex Miroshnichenko,USA,Semi-Finals,Semi-final,Decision,,,Olympedia,https://www.olympedia.org/results/26067,https://www.olympedia.org/results/26071,26067,26071
olympedia-108506,1988,Seoul,Fencing,"Foil, Individual, Men",individual,Peter Lewison,Aleksandr Romankov,USSR,Round Four Repêchage,Round Four Repêchage,10 – 1,1.0,10.0,Olympedia,https://www.olympedia.org/results/108488,https://www.olympedia.org/results/108506,108488,108506
olympedia-108740,1988,Seoul,Fencing,"Foil, Individual, Men",individual,Dave Littell,Boris Koretsky,USSR,Round Two / Pool #6,Round 2 / Pool 6,5 – 4,4.0,5.0,Olympedia,https://www.olympedia.org/results/108488,https://www.olympedia.org/results/108740,108488,108740
olympedia-108859,1988,Seoul,Fencing,"Foil, Individual, Men",individual,Dave Littell,Aleksandr Romankov,USSR,Round One / Pool #7,Round 1 / Pool 7,5 – 2,2.0,5.0,Olympedia,https://www.olympedia.org/results/108488,https://www.olympedia.org/results/108859,108488,108859
olympedia-111484,1988,Seoul,Fencing,"Foil, Individual, Women",individual,Mary O'Neill,Yelena Glikina,USSR,Round Two / Pool #1,Round 2 / Pool 1,5 – 2,2.0,5.0,Olympedia,https://www.olympedia.org/results/111376,https://www.olympedia.org/results/111484,111376,111484
olympedia-111516,1988,Seoul,Fencing,"Foil, Individual, Women",individual,Sharon Monplaisir,Tatyana Sadovskaya,USSR,Round Two / Pool #3,Round 2 / Pool 3,5 – 0,0.0,5.0,Olympedia,https://www.olympedia.org/results/111376,https://www.olympedia.org/results/111516,111376,111516
olympedia-111616,1988,Seoul,Fencing,"Foil, Individual, Women",individual,Mary O'Neill,Tatyana Sadovskaya,USSR,Round One / Pool #4,Round 1 / Pool 4,5 – 4,4.0,5.0,Olympedia,https://www.olympedia.org/results/111376,https://www.olympedia.org/results/111616,111376,111616
olympedia-109506,1988,Seoul,Fencing,"Sabre, Individual, Men",individual,Steve Mormando,Andrey Alshan,USSR,Round One,Round 1,10 – 1,1.0,10.0,Olympedia,https://www.olympedia.org/results/109473,https://www.olympedia.org/results/109506,109473,109506
olympedia-109569,1988,Seoul,Fencing,"Sabre, Individual, Men",individual,Peter Westbrook,Georgy Pogosov,USSR,Round Three / Pool #4,Round 3 / Pool 4,5 – 4,4.0,5.0,Olympedia,https://www.olympedia.org/results/109473,https://www.olympedia.org/results/109569,109473,109569
olympedia-109624,1988,Seoul,Fencing,"Sabre, Individual, Men",individual,Peter Westbrook,Georgy Pogosov,USSR,Round Two / Pool #5,Round 2 / Pool 5,5 – 3,3.0,5.0,Olympedia,https://www.olympedia.org/results/109473,https://www.olympedia.org/results/109624,109473,109624
olympedia-109675,1988,Seoul,Fencing,"Sabre, Individual, Men",individual,Mike Lofton,Georgy Pogosov,USSR,Round One / Pool #2,Round 1 / Pool 2,5 – 4,4.0,5.0,Olympedia,https://www.olympedia.org/results/109473,https://www.olympedia.org/results/109675,109473,109675
olympedia-109713,1988,Seoul,Fencing,"Sabre, Individual, Men",individual,Peter Westbrook,Andrey Alshan,USSR,Round One / Pool #4,Round 1 / Pool 4,5 – 4,4.0,5.0,Olympedia,https://www.olympedia.org/results/109473,https://www.olympedia.org/results/109713,109473,109713
olympedia-109033,1988,Seoul,Fencing,"Épée, Individual, Men",individual,Stephen Trevor,Mikhail Tishko,USSR,Round Three / Pool #1,Round 3 / Pool 1,5 – 1,1.0,5.0,Olympedia,https://www.olympedia.org/results/108952,https://www.olympedia.org/results/109033,108952,109033
olympedia-34048,1988,Seoul,Football,"Football, Men",team,United States,Soviet Union,USSR,Preliminary Round / Group C,Preliminary Round / Group C,4 – 2,2.0,4.0,Olympedia,https://www.olympedia.org/results/34016,https://www.olympedia.org/results/34048,34016,34048
olympedia-34759,1988,Seoul,Handball,"Handball, Men",team,United States,Soviet Union,USSR,Group A,Group A,26 – 14,14.0,26.0,Olympedia,https://www.olympedia.org/results/34742,https://www.olympedia.org/results/34759,34742,34759
olympedia-16680,1988,Seoul,Judo,"Half-Middleweight, Men",individual,Jason Morris,Bashir Varayev,USSR,Round Two,Round 2,Yusei-gachi,,,Olympedia,https://www.olympedia.org/results/16634,https://www.olympedia.org/results/16680,16634,16680
olympedia-46934,1988,Seoul,Table Tennis,"Singles, Women",individual,Diana Gee,Olena Kovtun,USSR,Group A,Group A,3 – 0,0.0,3.0,Olympedia,https://www.olympedia.org/results/46903,https://www.olympedia.org/results/46934,46903,46934
olympedia-46977,1988,Seoul,Table Tennis,"Singles, Women",individual,Insook Bhushan,Valentina Popova,USSR,Group C,Group C,3 – 0,0.0,3.0,Olympedia,https://www.olympedia.org/results/46903,https://www.olympedia.org/results/46977,46903,46977
olympedia-45065,1988,Seoul,Tennis,"Singles, Men",individual,Brad Gilbert,Andrey Cherkasov,USA,Round Two,Round 2,"6-4, 1-6, 6-1, 6-2",3.0,1.0,Olympedia,https://www.olympedia.org/results/45037,https://www.olympedia.org/results/45065,45037,45065
olympedia-37406,1988,Seoul,Volleyball,"Volleyball, Men",team,United States,Soviet Union,USA,Final Round,Final,"13-15, 15-10, 15-4, 15-8",3.0,1.0,Olympedia,https://www.olympedia.org/results/37404,https://www.olympedia.org/results/37406,37404,37406
olympedia-38733,1988,Seoul,Water Polo,"Water Polo, Men",team,United States,Soviet Union,USA,Semi-Finals,Semi-final,8 – 7,8.0,7.0,Olympedia,https://www.olympedia.org/results/38727,https://www.olympedia.org/results/38733,38727,38733
olympedia-129775,1988,Seoul,Wrestling,"Featherweight, Freestyle, Men",individual,John Smith,Stepan Sargsyan,USA,Final Round,Final,Decision (4-0),,,Olympedia,https://www.olympedia.org/results/129773,https://www.olympedia.org/results/129775,129773,129775
olympedia-130437,1988,Seoul,Wrestling,"Featherweight, Greco-Roman, Men",individual,Ike Anderson,Kamandar Madzhydau,USSR,Group A - Round Five,Group A - Round Five,Decision (2-1),,,Olympedia,https://www.olympedia.org/results/130430,https://www.olympedia.org/results/130437,130430,130437
olympedia-130745,1988,Seoul,Wrestling,"Heavyweight, Greco-Roman, Men",individual,Dennis Koslowski,Guram Gedekhauri,USSR,Group A - Round Four,Group A - Round Four,Decision (5-4),,,Olympedia,https://www.olympedia.org/results/130729,https://www.olympedia.org/results/130745,130729,130745
olympedia-129574,1988,Seoul,Wrestling,"Light-Flyweight, Freestyle, Men",individual,Tim Vanni,Sergey Karamchakov,USSR,Final Round,Final,Decision (3-1),,,Olympedia,https://www.olympedia.org/results/129571,https://www.olympedia.org/results/129574,129571,129574
olympedia-130533,1988,Seoul,Wrestling,"Lightweight, Greco-Roman, Men",individual,Andy Seras,Levon Julfalakyan,USSR,Group B - Round Three,Group B - Round Three,Decision (9-2),,,Olympedia,https://www.olympedia.org/results/130475,https://www.olympedia.org/results/130533,130475,130533
olympedia-130061,1988,Seoul,Wrestling,"Middleweight, Freestyle, Men",individual,Mark Schultz,Aleksandr Tambovtsev,USSR,Group B - Round Six,Group B - Round Six,Decision (7-3),,,Olympedia,https://www.olympedia.org/results/130015,https://www.olympedia.org/results/130061,130015,130061
olympedia-130231,1988,Seoul,Wrestling,"Super-Heavyweight, Freestyle, Men",individual,Bruce Baumgartner,Davit Gobejishvili,USSR,Final Round,Final,Decision (3-1),,,Olympedia,https://www.olympedia.org/results/130229,https://www.olympedia.org/results/130231,130229,130231
olympedia-130797,1988,Seoul,Wrestling,"Super-Heavyweight, Greco-Roman, Men",individual,Duane Koslowski,Aleksandr Karelin,USSR,Group A - Round Four,Group A - Round Four,Decision (15-0) (2:23),,,Olympedia,https://www.olympedia.org/results/130789,https://www.olympedia.org/results/130797,130789,130797
olympedia-129933,1988,Seoul,Wrestling,"Welterweight, Freestyle, Men",individual,Kenny Monday,Adlan Varayev,USA,Final Round,Final,Decision (5-2) (6:42),,,Olympedia,https://www.olympedia.org/results/129931,https://www.olympedia.org/results/129933,129931,129933
